serial_no,town_village,toponym_en,nechropoleis_tombs,chronology,average_points,x,y,agriculture_100m,archaeological_100m,infrastructure_100m,urban_100m,not_classified_100m,Points_100m,agriculture_250m,archaeological_250m,infrastructure_250m,urban_250m,not_classified_250m,Points_250m,agriculture_500m,archaeological_500m,infrastructure_500m,urban_500m,not_classified_500m,Points_500m
496,Monagri,Amaksimata,T,H-R,23.08,32.91590512,34.80646332,0.00%,0.00%,8.61%,0.00%,91.39%,17.22,0.00%,0.00%,13.02%,0.00%,86.98%,26.04,0.00%,0.00%,11.48%,1.00%,87.52%,25.97
497,Monagri,Amaksimata,T,H-R,23.08,32.91590512,34.80646332,0.00%,0.00%,8.61%,0.00%,91.39%,17.22,0.00%,0.00%,13.02%,0.00%,86.98%,26.04,0.00%,0.00%,11.48%,1.00%,87.52%,25.97
524,Polemidia (Kato),Tzilalaoura,T,R,96.14,33.00357,34.69705269,0.00%,0.00%,34.33%,0.00%,65.67%,68.65,3.95%,0.00%,21.40%,12.04%,62.61%,82.87,2.31%,0.00%,29.26%,25.35%,43.08%,136.89
525,Polemidia (Kato),Tzilalaoura,T,R,96.14,33.00357,34.69705269,0.00%,0.00%,34.33%,0.00%,65.67%,68.65,3.95%,0.00%,21.40%,12.04%,62.61%,82.87,2.31%,0.00%,29.26%,25.35%,43.08%,136.89
456,Khandria,Domes,T,R,123.65,32.99050669,34.94490654,79.05%,0.00%,18.52%,2.43%,0.00%,123.38,79.38%,0.00%,15.67%,4.95%,0.00%,125.57,79.65%,0.00%,14.99%,4.12%,1.23%,122.01
457,Khandria,Domes,T,R,123.65,32.99050669,34.94490654,79.05%,0.00%,18.52%,2.43%,0.00%,123.38,79.38%,0.00%,15.67%,4.95%,0.00%,125.57,79.65%,0.00%,14.99%,4.12%,1.23%,122.01
510,"Platres, Kato",Arkatzin tou Vathkia,T,R,110.63,32.82001937,34.87552114,83.43%,0.00%,16.09%,0.47%,0.00%,117.04,91.38%,0.00%,8.40%,0.22%,0.00%,108.84,89.12%,0.00%,8.23%,0.14%,2.51%,106.01
406,Dierona,Kampos,N,R,112.49,33.12525911,34.82168777,86.48%,0.00%,13.52%,0.00%,0.00%,113.52,86.26%,0.00%,13.74%,0.00%,0.00%,113.74,89.80%,0.00%,10.19%,0.01%,0.00%,110.20
405,Apsiou,Gerampelouthkia,N,R,113.47,33.02096895,34.78965156,83.87%,0.00%,16.13%,0.00%,0.00%,116.13,85.31%,0.00%,14.69%,0.00%,0.00%,114.69,82.51%,0.00%,13.52%,0.02%,3.95%,109.60
404,Avdimou,Psararis,T,H,63.93,32.76161982,34.68922075,5.71%,0.00%,20.42%,2.90%,70.97%,55.25,22.85%,0.00%,14.62%,3.73%,58.81%,63.27,34.04%,0.00%,12.08%,5.02%,48.86%,73.26
500,Moniatis,Saittas(Kattes),Ν,R,234.47,32.90978566,34.86183005,25.44%,0.00%,5.16%,69.40%,0.00%,243.97,11.88%,0.00%,19.66%,66.09%,2.37%,249.47,15.42%,0.00%,18.99%,52.19%,13.39%,209.98
503,Paramytha,Kolympoi,N,H,12.85,32.97944951,34.75972411,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,1.60%,0.00%,6.60%,0.00%,91.80%,14.80,3.91%,0.00%,9.39%,0.36%,86.34%,23.76
403,Avdimou,Mantri (Mantres),N,R,31.69,32.77433268,34.66499016,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,32.06%,0.00%,4.82%,0.00%,63.12%,41.69,43.78%,0.00%,4.80%,0.01%,51.42%,53.39
527,Prasteio,Kato Trimithoudin,N,R,59.34,32.78384936,34.72761185,50.89%,0.00%,0.00%,0.00%,49.11%,50.89,46.91%,0.00%,2.48%,0.51%,50.10%,53.39,40.20%,0.00%,8.88%,5.26%,45.66%,73.73
775,Mandria,Kambos tou Loutra,N,H,110.97,32.53205826,34.70580821,74.85%,0.00%,14.33%,2.51%,8.31%,111.03,66.35%,0.00%,16.10%,3.03%,14.53%,107.63,63.57%,0.00%,16.71%,5.75%,13.97%,114.24
564,Astromeritis,Potamoi (Trimmatos),N,H-R,230.18,33.04532753,35.13931479,0.00%,0.00%,22.09%,77.91%,0.00%,277.91,5.39%,0.00%,21.49%,59.57%,13.55%,227.07,19.26%,0.00%,17.22%,43.95%,19.57%,185.56
565,Astromeritis,Potamoi (Trimmatos),N,H-R,230.18,33.04532753,35.13931479,0.00%,0.00%,22.09%,77.91%,0.00%,277.91,5.39%,0.00%,21.49%,59.57%,13.55%,227.07,19.26%,0.00%,17.22%,43.95%,19.57%,185.56
573,Dali,Kokkines,N,R,14.33,33.40301397,35.03394372,0.00%,0.00%,8.27%,0.00%,91.73%,16.54,0.00%,0.00%,5.91%,0.00%,94.09%,11.82,0.00%,0.00%,7.31%,0.00%,92.69%,14.62
575,Dali,Lemonoudi,Ts,R,0.00,,,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,0.00%,0.00%,100.00%,0.00
574,Dali,Aetomoutti,Ts,R,87.39,33.4057864,35.06239123,86.77%,0.00%,0.00%,0.00%,13.23%,86.77,82.08%,0.00%,5.39%,0.01%,12.52%,92.88,56.29%,0.00%,11.47%,1.10%,31.14%,82.53
671,Nisou,Maria Moutti,N,R,62.26,33.38474228,35.02778847,0.00%,0.00%,17.39%,3.49%,79.12%,45.26,33.17%,0.00%,14.59%,2.77%,49.47%,70.66,36.20%,0.00%,13.51%,2.55%,47.75%,70.85
687,Potamia,Diplopotamon,N,H-R,5.05,33.45839068,35.06517867,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,3.35%,0.00%,96.65%,6.70,0.00%,0.00%,4.22%,0.00%,95.78%,8.44
686,Potamia,Ambelin,N,H,4.50,33.44775244,35.0548443,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.08%,0.00%,0.00%,0.00%,99.92%,0.08,5.38%,0.00%,3.93%,0.07%,90.62%,13.43
685,Potamia,Fourkismenos,N,R,13.20,33.43124954,35.04548917,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,8.81%,0.00%,6.67%,0.00%,84.53%,22.14,4.89%,0.00%,6.21%,0.06%,88.85%,17.47
552,Agios Sozomenos,Vamos,N,H-R,15.47,33.43610839,35.06225464,0.00%,0.00%,8.29%,0.00%,91.71%,16.58,0.00%,0.00%,5.28%,0.01%,94.71%,10.58,0.00%,0.00%,8.91%,0.48%,90.61%,19.25
553,Agios Sozomenos,Halasmata,N,H,14.81,33.45519575,35.0914469,0.00%,0.00%,9.12%,0.00%,90.88%,18.25,0.00%,0.00%,7.65%,0.00%,92.35%,15.30,0.00%,0.00%,5.44%,0.00%,94.56%,10.88
554,Agios Sozomenos,Halasmata,N,H,14.81,33.45519575,35.0914469,0.00%,0.00%,9.12%,0.00%,90.88%,18.25,0.00%,0.00%,7.65%,0.00%,92.35%,15.30,0.00%,0.00%,5.44%,0.00%,94.56%,10.88
555,Agios Sozomenos,Halasmata,N,H,14.81,33.45519575,35.0914469,0.00%,0.00%,9.12%,0.00%,90.88%,18.25,0.00%,0.00%,7.65%,0.00%,92.35%,15.30,0.00%,0.00%,5.44%,0.00%,94.56%,10.88
556,Agios Sozomenos,Choupan Tèpe,N,H-R,25.95,33.44867752,35.07811841,0.00%,0.00%,10.79%,2.54%,86.67%,29.19,0.00%,0.00%,13.53%,0.46%,86.01%,28.45,0.00%,0.00%,8.81%,0.86%,90.33%,20.21
548,Agia Marina (Xyliatou),Tholos,Τ,R,52.80,33.04665556,35.05291445,55.81%,0.00%,0.00%,0.00%,44.19%,55.81,39.70%,0.00%,8.27%,0.00%,52.03%,56.25,28.59%,0.00%,8.21%,0.45%,62.75%,46.35
689,Pyroi,Kastros,N,H,16.08,33.47569182,35.06761867,0.00%,0.00%,4.03%,0.00%,95.97%,8.06,0.00%,0.00%,10.22%,0.00%,89.78%,20.44,3.61%,0.00%,7.92%,0.09%,88.37%,19.74
690,Pyroi,Ayios Yeoryios,N,H-R,75.93,33.47337978,35.0777002,88.11%,0.00%,8.76%,0.00%,3.13%,105.63,58.89%,0.00%,5.06%,0.00%,36.05%,69.02,44.38%,0.00%,4.38%,0.00%,51.24%,53.13
691,Pyroi,Ayios Yeoryios,N,H-R,75.93,33.47337978,35.0777002,88.11%,0.00%,8.76%,0.00%,3.13%,105.63,58.89%,0.00%,5.06%,0.00%,36.05%,69.02,44.38%,0.00%,4.38%,0.00%,51.24%,53.13
692,Pyroi,Chalasmata,N,H,71.93,33.46346552,35.09795694,92.22%,0.00%,5.73%,0.00%,2.05%,103.67,57.96%,0.00%,4.24%,0.00%,37.81%,66.43,35.52%,0.00%,5.08%,0.00%,59.40%,45.68
605,Geri/Yeri,Khalasmata,N,H,11.31,33.45817229,35.09821405,0.00%,0.00%,3.56%,0.00%,96.44%,7.13,0.00%,0.00%,4.26%,0.00%,95.74%,8.52,9.43%,0.00%,4.43%,0.00%,86.14%,18.29
606,Geri/Yeri,Khalasmata,N,H,11.31,33.45817229,35.09821405,0.00%,0.00%,3.56%,0.00%,96.44%,7.13,0.00%,0.00%,4.26%,0.00%,95.74%,8.52,9.43%,0.00%,4.43%,0.00%,86.14%,18.29
607,Geri/Yeri,Khalasmata,N,H,11.31,33.45817229,35.09821405,0.00%,0.00%,3.56%,0.00%,96.44%,7.13,0.00%,0.00%,4.26%,0.00%,95.74%,8.52,9.43%,0.00%,4.43%,0.00%,86.14%,18.29
694,Shia,Anoyia,T,R,14.01,33.37125538,34.95919676,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.73%,0.00%,7.02%,0.00%,92.25%,14.77,14.78%,0.00%,6.24%,0.00%,78.98%,27.26
579,Evrichou,Pano Atsias (Panatsios),N,R,74.70,32.93293033,35.06994348,62.63%,0.00%,25.66%,0.00%,11.71%,113.95,36.21%,0.00%,8.81%,0.32%,54.66%,54.79,44.80%,0.00%,5.09%,0.13%,49.98%,55.37
657,Mathiatis,Kokkinantonis,T,H,66.51,33.34643659,34.9786401,62.92%,0.00%,13.06%,0.00%,24.02%,89.04,43.61%,0.00%,7.92%,0.00%,48.47%,59.45,39.01%,0.00%,6.01%,0.00%,54.98%,51.03
623,Klirou,Pervolia kai Diplargaka,N,R,32.64,33.17400004,35.02863406,0.00%,0.00%,2.18%,0.00%,97.82%,4.37,0.23%,0.00%,9.57%,4.15%,86.04%,31.84,2.11%,0.00%,12.66%,11.43%,73.80%,61.72
658,Mathiatis,Kokkines,N,R,56.83,33.34461811,34.97721412,45.85%,0.00%,10.88%,0.00%,43.27%,67.60,37.21%,0.00%,9.18%,0.00%,53.60%,55.58,33.94%,0.00%,6.69%,0.00%,59.38%,47.31
661,Menoiko,Elies,N,R,53.27,33.15903853,35.10546342,32.62%,0.00%,18.12%,0.00%,49.26%,68.86,31.08%,0.00%,10.97%,0.07%,57.89%,53.21,17.32%,0.00%,10.11%,0.06%,72.51%,37.73
684,Politiko,Ayios Mnason,N,H,42.91,33.23467062,35.02992688,3.75%,0.00%,17.13%,0.00%,79.12%,38.01,15.80%,0.00%,15.95%,0.00%,68.25%,47.70,10.35%,0.00%,12.13%,2.80%,74.72%,43.01
578,Evrichou,Atsas,N,H,75.00,32.91726516,35.06667377,73.49%,0.00%,8.74%,0.00%,17.77%,90.97,48.08%,0.00%,7.59%,0.00%,44.32%,63.27,60.37%,0.00%,5.18%,0.01%,34.43%,70.77
551,Agios Ioannis (Malountas),Moutti tou melissiou,N,R,6.23,33.18108387,35.08139933,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,3.19%,0.00%,96.81%,6.39,2.15%,0.00%,5.08%,0.00%,92.77%,12.31
550,Agios Ioannis (Malountas),Pallouroudin,N,H-R,9.89,33.16933644,35.08127081,0.00%,0.00%,2.31%,0.00%,97.69%,4.62,0.00%,0.00%,7.25%,0.00%,92.75%,14.49,0.00%,0.00%,5.29%,0.00%,94.71%,10.57
696,Agia Varvara,Asproyes,N,H,35.64,32.51705994,34.75302554,0.00%,0.00%,15.29%,0.00%,84.71%,30.58,6.11%,0.00%,10.03%,0.00%,83.85%,26.18,23.37%,0.00%,10.27%,2.09%,64.28%,50.16
697,Agia Varvara,Asproyes,N,H,35.64,32.51705994,34.75302554,0.00%,0.00%,15.29%,0.00%,84.71%,30.58,6.11%,0.00%,10.03%,0.00%,83.85%,26.18,23.37%,0.00%,10.27%,2.09%,64.28%,50.16
700,Agia Varvara,Neon Chorio,N,R,1.35,32.50704194,34.76335081,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,2.02%,0.00%,97.98%,4.04
698,Agia Varvara,Kaminia,N,R,27.04,32.51923516,34.7520952,0.00%,0.00%,11.20%,0.00%,88.80%,22.41,0.00%,0.00%,9.50%,0.00%,90.50%,19.00,7.86%,0.00%,9.51%,4.28%,78.35%,39.72
699,Agia Varvara,Melisies,N,H-R,79.72,32.51503914,34.74905325,0.00%,0.00%,0.19%,10.62%,89.20%,32.22,0.61%,0.00%,17.07%,21.85%,60.48%,100.28,6.11%,0.00%,16.85%,22.28%,54.76%,106.66
702,Agia Marinouda,Kafkalla,N,H-R,39.12,32.47481281,34.75427003,0.00%,0.00%,18.59%,0.00%,81.41%,37.17,1.09%,0.00%,16.06%,0.00%,82.85%,33.22,8.47%,0.00%,18.95%,0.21%,72.38%,46.98
710,Anarita,Kafkarouda,N,R,72.27,32.55124842,34.72914911,65.81%,0.00%,8.91%,0.00%,25.29%,83.62,52.49%,0.00%,5.79%,0.23%,41.49%,64.76,49.58%,0.00%,5.11%,2.87%,42.43%,68.43
711,Anarita,Monokokkalos,N,H-R,105.44,32.52549675,34.73274279,58.42%,0.00%,23.41%,0.00%,18.17%,105.24,59.95%,0.00%,21.88%,0.06%,18.12%,103.88,71.55%,0.00%,17.69%,0.09%,10.68%,107.19
725,Axylou (Episkopi),Moutti tou Ayio Epfaneiou,N,R,28.91,32.54443077,34.79823776,0.00%,0.00%,22.58%,0.00%,77.42%,45.17,0.00%,0.00%,12.68%,0.00%,87.32%,25.36,0.18%,0.00%,8.01%,0.00%,91.82%,16.19
707,Acheleia,Ayios Leontios,N,H-R,37.61,32.47116554,34.72099908,0.00%,0.00%,24.97%,0.00%,75.03%,49.94,9.50%,0.00%,11.63%,0.02%,78.85%,32.81,12.30%,0.00%,7.58%,0.88%,79.25%,30.08
746,Episkopi,Teratsia tou Kosta,N,H-R,41.92,32.52084887,34.79065017,1.38%,0.00%,22.41%,1.45%,74.75%,50.56,8.39%,0.00%,14.29%,0.67%,76.65%,38.97,7.75%,0.00%,12.26%,1.32%,78.67%,36.22
774,Makounta,Karydi,N,H,24.17,32.47993008,35.04352521,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,1.70%,5.12%,93.18%,18.76,0.06%,0.00%,4.49%,14.91%,80.55%,53.76
776,Mesa Chorio,Tzelarotsos,N,H-R,43.70,32.46232609,34.81274055,0.00%,0.00%,8.57%,0.00%,91.43%,17.14,0.00%,0.00%,14.65%,5.38%,79.97%,45.44,0.00%,0.00%,19.55%,9.80%,70.64%,68.52
784,Neo Chorio,Anatoliki,N,H,36.81,32.38783444,35.03583109,0.00%,0.00%,10.26%,0.00%,89.74%,20.52,17.49%,0.00%,10.82%,0.07%,71.63%,39.33,18.72%,0.00%,14.04%,1.26%,65.98%,50.59
786,Neo Chorio,Agnades,N,H,169.91,32.36198787,35.03146349,45.90%,0.00%,18.39%,33.63%,2.08%,183.56,44.38%,0.00%,17.47%,30.35%,7.80%,170.36,52.97%,0.00%,15.01%,24.28%,7.74%,155.81
787,Neo Chorio,Ayios Kononas/Kashia tous lakkous,N,R,116.68,32.29311009,35.04927794,71.55%,0.00%,27.59%,0.86%,0.00%,129.31,89.03%,0.00%,10.46%,0.51%,0.00%,111.48,90.92%,0.00%,8.90%,0.18%,0.00%,109.26
788,Nikokleia,Teratsies tou Skarnou,N,H-R,15.39,32.57680698,34.73727712,0.00%,0.00%,4.23%,0.00%,95.77%,8.46,2.49%,0.00%,5.86%,0.17%,91.49%,14.70,13.74%,0.00%,4.03%,0.41%,81.82%,23.02
923,Poli Chrysochous,Schinies,N,H,13.43,32.45161808,35.04105615,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,7.70%,0.00%,92.30%,15.40,8.83%,0.00%,7.99%,0.02%,83.16%,24.88
924,Poli Chrysochous,Koliotrypes,N,H,13.67,32.45095334,35.02975641,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,5.23%,0.00%,6.04%,0.60%,88.14%,19.09,6.65%,0.00%,7.32%,0.21%,85.82%,21.91
925,Poli Chrysochous,Agia Varvara,N,R,26.63,32.43438884,35.02540545,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,8.59%,7.20%,84.21%,38.79,5.22%,0.00%,10.35%,5.06%,79.37%,41.10
926,Poli Chrysochous,Agia Varvara,N,R,26.63,32.43438884,35.02540545,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,8.59%,7.20%,84.21%,38.79,5.22%,0.00%,10.35%,5.06%,79.37%,41.10
892,Pelathousa,Limni,N,H,229.27,32.48644649,35.03686415,0.00%,0.00%,0.00%,100.00%,0.00%,300.00,0.00%,0.00%,3.04%,74.68%,22.27%,230.14,0.00%,0.00%,6.83%,48.00%,45.17%,157.66
893,Pelathousa,Limni,N,H,229.27,32.48644649,35.03686415,0.00%,0.00%,0.00%,100.00%,0.00%,300.00,0.00%,0.00%,3.04%,74.68%,22.27%,230.14,0.00%,0.00%,6.83%,48.00%,45.17%,157.66
894,Pelathousa,Limni-Athkiatzia,N,H,41.75,32.48871928,35.03280012,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,3.22%,14.87%,81.91%,51.04,0.00%,0.00%,7.45%,19.77%,72.78%,74.21
895,Pelathousa,Orniatis (Omiatis),Ts,R,15.00,32.47490517,35.04056881,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,0.00%,1.19%,98.81%,3.58,0.00%,0.00%,1.98%,12.49%,85.53%,41.42
927,Pomos,Agiolites,T,H,80.80,32.53079408,35.14239871,58.65%,0.00%,16.23%,0.00%,25.12%,91.10,44.22%,0.00%,17.06%,0.06%,38.67%,78.51,44.44%,0.00%,13.75%,0.29%,41.52%,72.80
928,Pomos,Agiolites,T,H,80.80,32.53079408,35.14239871,58.65%,0.00%,16.23%,0.00%,25.12%,91.10,44.22%,0.00%,17.06%,0.06%,38.67%,78.51,44.44%,0.00%,13.75%,0.29%,41.52%,72.80
929,Pomos,Agiolites,T,H,80.80,32.53079408,35.14239871,58.65%,0.00%,16.23%,0.00%,25.12%,91.10,44.22%,0.00%,17.06%,0.06%,38.67%,78.51,44.44%,0.00%,13.75%,0.29%,41.52%,72.80
934,Souskiou,Stalies,N,H-R,94.42,32.59918581,34.72077555,80.49%,0.00%,7.69%,0.71%,11.11%,98.00,65.77%,0.00%,10.96%,1.15%,22.12%,91.14,74.40%,0.00%,9.08%,0.52%,16.00%,94.12
933,Souskiou,Plakota,N,R,16.98,32.59484278,34.73504809,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,16.39%,0.00%,3.78%,0.00%,79.83%,23.94,20.80%,0.00%,3.10%,0.00%,76.10%,27.00
936,Steni,Kapsala,T,R,28.84,32.47220681,34.99262226,0.00%,0.00%,14.18%,0.00%,85.82%,28.36,0.00%,0.00%,10.96%,0.74%,88.29%,24.16,0.00%,0.00%,11.07%,3.95%,84.97%,34.01
940,Tsada,Skoutellin,N,R,73.25,32.50569311,34.81744857,0.00%,0.00%,6.60%,20.97%,72.43%,76.11,1.15%,0.00%,11.11%,20.55%,67.19%,85.01,0.73%,0.00%,11.44%,11.67%,76.16%,58.62
939,Timi,Vounaros,N,H-R,62.66,32.50833668,34.71086945,0.00%,0.00%,28.02%,0.29%,71.69%,56.90,24.83%,0.00%,18.34%,0.13%,56.70%,61.91,34.89%,0.00%,15.78%,0.91%,48.42%,69.18
938,Timi,Stillarka,N,R,83.75,32.51191444,34.7098436,94.92%,0.00%,4.99%,0.00%,0.08%,104.91,45.46%,0.00%,16.54%,0.35%,37.65%,79.59,37.47%,0.00%,14.17%,0.31%,48.05%,66.74
748,Foinikas,Vasilina,N,R,19.17,32.56726688,34.73662539,28.61%,0.00%,0.00%,0.00%,71.39%,28.61,20.62%,0.00%,0.00%,0.00%,79.38%,20.62,7.29%,0.00%,0.49%,0.00%,92.22%,8.27
734,Chrysochou,Alonia,N,H-R,15.90,32.43930574,35.00909262,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,9.39%,0.00%,90.61%,18.77,0.90%,0.00%,10.94%,2.05%,86.11%,28.94
733,Chrysochou,Kokkinoyia,N,H-R,27.57,32.44265092,35.01033225,0.00%,0.00%,20.37%,0.00%,79.63%,40.74,3.99%,0.00%,8.09%,0.13%,87.79%,20.56,6.26%,0.00%,7.45%,0.08%,86.21%,21.41
731,Chloraka,Kampos,N,H-R,106.19,32.4057525,34.79388307,23.66%,0.00%,23.65%,0.00%,52.68%,70.97,11.55%,0.00%,23.25%,13.98%,51.22%,99.99,5.41%,0.00%,27.26%,29.22%,38.10%,147.60
727,Chloraka,Vrisouthkia,N,H,206.43,32.4015505,34.80340064,0.00%,0.00%,29.25%,70.75%,0.00%,270.75,5.56%,0.00%,29.01%,40.69%,24.73%,185.66,12.40%,0.00%,27.78%,31.64%,28.19%,162.87
728,Chloraka,Kinodries,N,H-R,222.20,32.4174692,34.79056045,0.51%,0.00%,35.64%,56.62%,7.23%,241.64,2.01%,0.00%,34.89%,49.24%,13.85%,219.52,5.56%,0.00%,31.46%,45.66%,17.33%,205.45
544,Agios Epifaneios (Soleas),Gerontas,N,R,99.77,32.870418,35.0749567,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,94.67%,0.00%,3.89%,0.01%,1.42%,102.49,88.77%,0.00%,4.00%,0.01%,7.22%,96.81
557,Akaki,Halopetra,N,H-R,21.90,33.14465534,35.15328526,0.00%,0.00%,14.13%,0.00%,85.87%,28.25,0.39%,0.00%,7.86%,0.16%,91.59%,16.60,0.15%,0.00%,8.99%,0.91%,89.96%,20.84
562,Arediou,Kokkini,N,H,58.32,33.18666303,35.04930532,15.98%,0.00%,21.48%,0.00%,62.55%,58.93,39.82%,0.00%,13.41%,0.00%,46.78%,66.63,22.23%,0.00%,11.51%,1.38%,64.87%,49.41
563,Arediou,Kokkini,N,H,58.32,33.18666303,35.04930532,15.98%,0.00%,21.48%,0.00%,62.55%,58.93,39.82%,0.00%,13.41%,0.00%,46.78%,66.63,22.23%,0.00%,11.51%,1.38%,64.87%,49.41
608,Geri/Yeri,Koutsopetrika,N,R,48.92,33.40051016,35.10098759,1.60%,0.00%,25.95%,0.00%,72.46%,53.49,1.14%,0.00%,22.53%,0.00%,76.33%,46.20,2.29%,0.00%,22.38%,0.00%,75.33%,47.06
576,Deneia,Kafkalla,Ts,R,126.11,33.14230471,35.16531816,69.92%,0.00%,13.17%,16.90%,0.00%,146.97,51.63%,0.00%,18.58%,13.23%,16.55%,128.50,41.92%,0.00%,14.73%,10.50%,32.85%,102.87
610,Kalopanayiotis,Dikhoritissa,Ts,H,101.60,32.81930322,35.03408104,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,93.51%,0.00%,6.46%,0.00%,0.03%,106.44,87.09%,0.00%,5.64%,0.00%,7.27%,98.37
611,Kampos,Pentakallis (Pendakalles),T,H-R,100.00,32.78269217,35.07538733,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,100.00%,0.00%,0.00%,0.00%,0.00%,100.00
634,Lakatameia (Kato),Kafkalla tis Mantras (tou kara Dimitri),N,R,33.55,33.34444256,35.09387477,16.42%,0.00%,17.90%,0.29%,65.39%,53.09,5.09%,0.00%,8.68%,0.03%,86.20%,22.55,3.92%,0.00%,10.33%,0.14%,85.60%,25.01
688,Pyrgos (Kato),Solomos,T,R,47.97,32.67300322,35.1689892,27.57%,0.00%,16.86%,0.00%,55.57%,61.29,24.43%,0.00%,10.24%,0.14%,65.19%,45.33,16.58%,0.00%,10.22%,0.09%,73.11%,37.29
679,Pigenia,Spiladia,T,H,69.36,32.6578834,35.16515949,23.65%,0.00%,16.32%,0.00%,60.03%,56.29,41.17%,0.00%,8.18%,5.60%,45.05%,74.32,39.49%,0.00%,8.47%,7.01%,45.03%,77.47
659,Mansoura,Ayios Theodoros,N,R,56.89,32.63918582,35.18952267,3.12%,0.00%,37.82%,10.20%,48.87%,109.35,12.35%,0.00%,9.35%,1.57%,76.73%,35.76,8.31%,0.00%,6.96%,1.12%,83.62%,25.57
636,Lefkosia,,T,H-R,31.49,33.43232513,35.18429739,0.00%,0.00%,10.42%,0.00%,89.58%,20.85,0.00%,0.00%,3.24%,2.59%,94.17%,14.25,0.00%,0.00%,2.37%,18.21%,79.42%,59.38
609,Kakopetria,,Ts,H,176.69,32.9040317,34.9910805,0.00%,0.00%,47.42%,49.95%,2.63%,244.69,0.03%,0.00%,33.22%,32.19%,34.56%,163.04,6.12%,0.00%,24.22%,22.60%,47.07%,122.35
624,Klirou,,N,R,178.77,33.17718663,35.02330874,0.00%,0.00%,32.90%,59.05%,8.05%,242.96,3.23%,0.00%,25.33%,38.01%,33.42%,167.94,2.53%,0.00%,19.75%,27.79%,49.93%,125.40
274,Agios Theodoros,Kaminia,T,H,73.69,33.38365704,34.81203156,75.48%,0.00%,8.61%,0.00%,15.92%,92.69,48.87%,0.00%,7.64%,0.00%,43.49%,64.15,43.02%,0.00%,9.88%,0.48%,46.61%,64.24
286,Kalavassos,Gyrtomilos,T,R,63.58,33.2862955,34.7868717,59.82%,0.00%,8.06%,0.00%,32.12%,75.94,29.46%,0.00%,14.98%,0.33%,55.23%,60.40,31.01%,0.00%,11.23%,0.32%,57.45%,54.41
357,Agios Theodoros (Agrou),,T,R,173.60,33.03375605,34.89434137,12.00%,0.00%,39.30%,48.70%,0.00%,236.70,62.51%,0.00%,21.63%,15.86%,0.00%,153.35,75.94%,0.00%,17.39%,6.68%,0.00%,130.74
390,Agros,Vrysia-Aloni,T,R,220.78,33.01579964,34.91661748,0.00%,0.00%,21.42%,78.58%,0.00%,278.58,29.94%,0.00%,25.51%,44.56%,0.00%,214.62,54.71%,0.00%,21.46%,23.84%,0.00%,169.13
391,Agros,Vrysia-Aloni,T,R,220.78,33.01579964,34.91661748,0.00%,0.00%,21.42%,78.58%,0.00%,278.58,29.94%,0.00%,25.51%,44.56%,0.00%,214.62,54.71%,0.00%,21.46%,23.84%,0.00%,169.13
396,Apeshia,,N,R,61.84,32.97872653,34.78756082,0.00%,0.00%,11.79%,4.43%,83.78%,36.88,0.05%,0.00%,18.16%,17.78%,64.01%,89.72,0.48%,0.00%,15.13%,9.40%,75.00%,58.92
402,Avdimou,Trapezomata,Τ,H-R,39.48,32.76749539,34.6930402,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,6.98%,0.00%,14.42%,4.70%,73.90%,49.93,22.11%,0.00%,12.95%,6.84%,58.11%,68.52
534,Vasa,Gouppi,T,R,69.06,32.79062089,34.82960549,22.24%,0.00%,12.30%,2.97%,62.50%,55.74,18.98%,0.00%,17.64%,8.71%,54.67%,80.38,11.95%,0.00%,19.79%,6.51%,61.76%,71.05
535,Vasa,Kampi,T,R,78.67,32.79332503,34.83103032,19.22%,0.00%,19.74%,4.26%,56.78%,71.47,8.10%,0.00%,24.01%,12.37%,55.52%,93.24,11.45%,0.00%,19.56%,6.91%,62.08%,71.29
