serial_no,town_village,toponym_en,nechropoleis_tombs,chronology,average_points,x,y,agriculture_100m,archaeological_100m,infrastructure_100m,urban_100m,not_classified_100m,Points_100m,agriculture_250m,archaeological_250m,infrastructure_250m,urban_250m,not_classified_250m,Points_250m,agriculture_500m,archaeological_500m,infrastructure_500m,urban_500m,not_classified_500m,Points_500m
435,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
436,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
437,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
438,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
439,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
440,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
441,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
442,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
443,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
444,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
445,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
446,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
447,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
448,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
449,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
450,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
451,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
464,Lemesos,,T,R,216.34,33.06623589,34.69031315,0.00%,0.00%,38.66%,61.34%,0.00%,261.34,3.13%,0.00%,42.87%,40.98%,13.02%,211.82,2.44%,0.00%,36.77%,33.30%,27.49%,175.87
561,Argaki,Mantra Halouta,N,H-R,149.49,33.03811526,35.18299051,57.65%,0.00%,25.01%,15.89%,1.45%,155.35,66.10%,0.00%,17.81%,14.77%,1.32%,146.04,65.39%,0.00%,17.61%,15.49%,1.51%,147.08
586,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
587,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
588,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
589,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
590,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
591,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
592,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
593,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
594,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
595,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
596,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
597,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
598,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
599,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
600,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
601,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
602,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
603,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
604,Galini,Kournouta,T,H-R,62.66,32.80886187,35.1372294,0.00%,0.00%,27.88%,1.40%,70.72%,59.95,0.25%,0.00%,15.22%,11.04%,73.49%,63.81,8.98%,0.00%,15.35%,8.18%,67.48%,64.23
206,Keryneia,,N,H,155.51,33.31614156,35.34113631,0.00%,0.00%,24.69%,49.16%,26.15%,196.86,0.55%,8.72%,25.81%,29.14%,35.78%,139.60,1.30%,3.09%,24.25%,26.75%,44.61%,130.06
213,Keryneia,,N,H,155.51,33.31614156,35.34113631,0.00%,0.00%,24.69%,49.16%,26.15%,196.86,0.55%,8.72%,25.81%,29.14%,35.78%,139.60,1.30%,3.09%,24.25%,26.75%,44.61%,130.06
214,Keryneia,,N,H,155.51,33.31614156,35.34113631,0.00%,0.00%,24.69%,49.16%,26.15%,196.86,0.55%,8.72%,25.81%,29.14%,35.78%,139.60,1.30%,3.09%,24.25%,26.75%,44.61%,130.06
215,Keryneia,,N,H,155.51,33.31614156,35.34113631,0.00%,0.00%,24.69%,49.16%,26.15%,196.86,0.55%,8.72%,25.81%,29.14%,35.78%,139.60,1.30%,3.09%,24.25%,26.75%,44.61%,130.06
216,Keryneia,,N,H,155.51,33.31614156,35.34113631,0.00%,0.00%,24.69%,49.16%,26.15%,196.86,0.55%,8.72%,25.81%,29.14%,35.78%,139.60,1.30%,3.09%,24.25%,26.75%,44.61%,130.06
217,Keryneia,,N,H,155.51,33.31614156,35.34113631,0.00%,0.00%,24.69%,49.16%,26.15%,196.86,0.55%,8.72%,25.81%,29.14%,35.78%,139.60,1.30%,3.09%,24.25%,26.75%,44.61%,130.06
218,Keryneia,,N,H,155.51,33.31614156,35.34113631,0.00%,0.00%,24.69%,49.16%,26.15%,196.86,0.55%,8.72%,25.81%,29.14%,35.78%,139.60,1.30%,3.09%,24.25%,26.75%,44.61%,130.06
219,Keryneia,,N,H,155.51,33.31614156,35.34113631,0.00%,0.00%,24.69%,49.16%,26.15%,196.86,0.55%,8.72%,25.81%,29.14%,35.78%,139.60,1.30%,3.09%,24.25%,26.75%,44.61%,130.06
220,Keryneia,,N,H,155.51,33.31614156,35.34113631,0.00%,0.00%,24.69%,49.16%,26.15%,196.86,0.55%,8.72%,25.81%,29.14%,35.78%,139.60,1.30%,3.09%,24.25%,26.75%,44.61%,130.06
221,Keryneia,,N,H,155.51,33.31614156,35.34113631,0.00%,0.00%,24.69%,49.16%,26.15%,196.86,0.55%,8.72%,25.81%,29.14%,35.78%,139.60,1.30%,3.09%,24.25%,26.75%,44.61%,130.06
222,Keryneia,,N,H,155.51,33.31614156,35.34113631,0.00%,0.00%,24.69%,49.16%,26.15%,196.86,0.55%,8.72%,25.81%,29.14%,35.78%,139.60,1.30%,3.09%,24.25%,26.75%,44.61%,130.06
223,Keryneia,,N,H,155.51,33.31614156,35.34113631,0.00%,0.00%,24.69%,49.16%,26.15%,196.86,0.55%,8.72%,25.81%,29.14%,35.78%,139.60,1.30%,3.09%,24.25%,26.75%,44.61%,130.06
224,Keryneia,,N,H,155.51,33.31614156,35.34113631,0.00%,0.00%,24.69%,49.16%,26.15%,196.86,0.55%,8.72%,25.81%,29.14%,35.78%,139.60,1.30%,3.09%,24.25%,26.75%,44.61%,130.06
225,Keryneia,,N,H,155.51,33.31614156,35.34113631,0.00%,0.00%,24.69%,49.16%,26.15%,196.86,0.55%,8.72%,25.81%,29.14%,35.78%,139.60,1.30%,3.09%,24.25%,26.75%,44.61%,130.06
614,Katydata,,N,H-R,72.42,32.89009358,35.07968782,11.04%,0.00%,16.20%,2.50%,70.26%,50.95,3.64%,0.00%,21.63%,16.85%,57.89%,97.43,2.41%,0.00%,15.58%,11.77%,70.24%,68.89
616,Katydata,,N,H-R,72.42,32.89009358,35.07968782,11.04%,0.00%,16.20%,2.50%,70.26%,50.95,3.64%,0.00%,21.63%,16.85%,57.89%,97.43,2.41%,0.00%,15.58%,11.77%,70.24%,68.89
617,Katydata,,N,H-R,72.42,32.89009358,35.07968782,11.04%,0.00%,16.20%,2.50%,70.26%,50.95,3.64%,0.00%,21.63%,16.85%,57.89%,97.43,2.41%,0.00%,15.58%,11.77%,70.24%,68.89
618,Katydata,,N,H-R,72.42,32.89009358,35.07968782,11.04%,0.00%,16.20%,2.50%,70.26%,50.95,3.64%,0.00%,21.63%,16.85%,57.89%,97.43,2.41%,0.00%,15.58%,11.77%,70.24%,68.89
619,Katydata,,N,H-R,72.42,32.89009358,35.07968782,11.04%,0.00%,16.20%,2.50%,70.26%,50.95,3.64%,0.00%,21.63%,16.85%,57.89%,97.43,2.41%,0.00%,15.58%,11.77%,70.24%,68.89
620,Katydata,,N,H-R,72.42,32.89009358,35.07968782,11.04%,0.00%,16.20%,2.50%,70.26%,50.95,3.64%,0.00%,21.63%,16.85%,57.89%,97.43,2.41%,0.00%,15.58%,11.77%,70.24%,68.89
621,Katydata,,N,H-R,72.42,32.89009358,35.07968782,11.04%,0.00%,16.20%,2.50%,70.26%,50.95,3.64%,0.00%,21.63%,16.85%,57.89%,97.43,2.41%,0.00%,15.58%,11.77%,70.24%,68.89
622,Katydata,,N,H-R,72.42,32.89009358,35.07968782,11.04%,0.00%,16.20%,2.50%,70.26%,50.95,3.64%,0.00%,21.63%,16.85%,57.89%,97.43,2.41%,0.00%,15.58%,11.77%,70.24%,68.89
5,Agia Napa,Pethameni,N,H-R,120.88,34.00844721,34.98441069,9.27%,0.00%,23.57%,24.88%,42.28%,131.06,4.95%,0.00%,24.11%,24.88%,46.06%,127.81,4.46%,0.00%,21.70%,18.64%,55.20%,103.77
4,Agia Napa,Ammos tou Kampouri,N,R,40.96,34.02504672,34.9784778,18.39%,0.00%,19.61%,0.00%,62.00%,57.60,13.65%,0.00%,10.96%,0.16%,75.24%,36.04,11.00%,0.00%,8.40%,0.48%,80.12%,29.23
51,Avgorou,Vrisoudia,N,H,14.34,33.81877044,35.06415071,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,11.85%,0.00%,88.15%,23.70,0.00%,0.00%,9.66%,0.00%,90.34%,19.33
8,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
9,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
10,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
11,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
12,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
13,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
14,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
15,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
16,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
17,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
18,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
19,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
20,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
21,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
22,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
23,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
24,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
25,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
26,Agia Napa,Makronissos,T,H-R,33.14,33.95310237,34.98073849,5.08%,0.00%,11.24%,0.00%,83.68%,27.55,2.20%,0.00%,12.56%,1.26%,83.98%,31.11,11.69%,0.00%,13.48%,0.71%,74.12%,40.77
46,Akanthou,Niati,N,H,108.64,33.77695074,35.39006612,72.64%,0.00%,24.73%,0.00%,2.63%,122.11,82.70%,0.00%,9.51%,0.00%,7.79%,101.72,89.07%,0.00%,6.52%,0.00%,4.41%,102.10
50,Ardana,Plaki,N,R,107.27,33.88280576,35.3804271,94.82%,0.00%,5.18%,0.00%,0.00%,105.18,91.83%,0.00%,8.17%,0.00%,0.00%,108.17,91.53%,0.00%,8.47%,0.00%,0.00%,108.47
2,Achna,Appidia/Ayios Georgios Teratsiotis,N,H-R,62.84,34.01358993,35.03800545,56.71%,0.00%,4.52%,0.00%,38.77%,65.75,38.88%,0.00%,8.00%,0.00%,53.12%,54.89,44.56%,0.00%,11.27%,0.26%,43.91%,67.88
56,Davlos,Varkes,T,R,11.63,33.89576325,35.42097626,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,5.93%,0.26%,93.81%,12.64,0.00%,0.00%,10.12%,0.67%,89.21%,22.26
87,Koma tou Yialou,Ayia Solomoni,T,H,39.93,34.14003352,35.42826597,0.00%,0.00%,9.45%,0.00%,90.55%,18.90,1.12%,0.00%,11.27%,4.28%,83.33%,36.51,16.46%,0.00%,9.90%,9.37%,64.27%,64.37
106,Paralimni,Protaras,N,R,143.88,34.03205939,35.03126973,47.13%,0.00%,36.09%,7.87%,8.91%,142.92,27.12%,0.00%,33.38%,19.46%,20.04%,152.27,31.19%,0.00%,30.04%,15.06%,23.70%,136.46
253,Lapithos,Ayios Minas,N,H,264.95,33.18267647,35.33874089,0.00%,0.00%,16.86%,83.14%,0.00%,283.14,8.06%,0.00%,19.44%,72.50%,0.00%,264.43,17.27%,0.00%,18.19%,64.54%,0.00%,247.27
254,Myrtou,Sfayion,T,R,137.82,33.07641962,35.31068951,50.64%,0.00%,21.74%,7.75%,19.88%,117.35,31.62%,0.00%,21.27%,21.66%,25.44%,139.15,37.94%,0.00%,18.94%,27.05%,16.07%,156.96
255,Myrtou,Sfayion,T,R,137.82,33.07641962,35.31068951,50.64%,0.00%,21.74%,7.75%,19.88%,117.35,31.62%,0.00%,21.27%,21.66%,25.44%,139.15,37.94%,0.00%,18.94%,27.05%,16.07%,156.96
256,Myrtou,Sfayion,T,R,137.82,33.07641962,35.31068951,50.64%,0.00%,21.74%,7.75%,19.88%,117.35,31.62%,0.00%,21.27%,21.66%,25.44%,139.15,37.94%,0.00%,18.94%,27.05%,16.07%,156.96
257,Myrtou,Sfayion,T,R,137.82,33.07641962,35.31068951,50.64%,0.00%,21.74%,7.75%,19.88%,117.35,31.62%,0.00%,21.27%,21.66%,25.44%,139.15,37.94%,0.00%,18.94%,27.05%,16.07%,156.96
313,Larnaka,Dasos tis Alikis,T,H,256.36,33.62986448,34.910284,0.00%,0.00%,40.70%,59.30%,0.00%,259.30,0.00%,0.00%,39.61%,60.39%,0.00%,260.39,3.83%,0.00%,42.77%,53.34%,0.06%,249.40
317,Larnaka,Dasos tis Alikis,T,H,256.36,33.62986448,34.910284,0.00%,0.00%,40.70%,59.30%,0.00%,259.30,0.00%,0.00%,39.61%,60.39%,0.00%,260.39,3.83%,0.00%,42.77%,53.34%,0.06%,249.40
318,Larnaka,Dasos tis Alikis,T,H,256.36,33.62986448,34.910284,0.00%,0.00%,40.70%,59.30%,0.00%,259.30,0.00%,0.00%,39.61%,60.39%,0.00%,260.39,3.83%,0.00%,42.77%,53.34%,0.06%,249.40
319,Larnaka,Dasos tis Alikis,T,H,256.36,33.62986448,34.910284,0.00%,0.00%,40.70%,59.30%,0.00%,259.30,0.00%,0.00%,39.61%,60.39%,0.00%,260.39,3.83%,0.00%,42.77%,53.34%,0.06%,249.40
329,Larnaka,,T,H,155.17,33.63528268,34.93620514,84.34%,0.00%,8.05%,0.00%,7.61%,100.43,24.60%,0.00%,25.77%,35.70%,13.94%,183.22,13.20%,0.00%,30.41%,35.94%,20.45%,181.85
338,Pergamos,Kafkalla,Ts,H,15.95,33.70130045,35.02924242,0.00%,0.00%,0.00%,0.22%,99.78%,0.67,0.00%,0.00%,9.30%,0.48%,90.22%,20.05,8.03%,0.00%,8.62%,0.62%,82.73%,27.13
362,Agios Tychonas,,T,R,15.95,33.70130045,35.02924242,0.00%,0.00%,0.00%,0.22%,99.78%,0.67,0.00%,0.00%,9.30%,0.48%,90.22%,20.05,8.03%,0.00%,8.62%,0.62%,82.73%,27.13
363,Agios Tychonas,,T,R,15.95,33.70130045,35.02924242,0.00%,0.00%,0.00%,0.22%,99.78%,0.67,0.00%,0.00%,9.30%,0.48%,90.22%,20.05,8.03%,0.00%,8.62%,0.62%,82.73%,27.13
365,Agios Tychonas,,T,R,15.95,33.70130045,35.02924242,0.00%,0.00%,0.00%,0.22%,99.78%,0.67,0.00%,0.00%,9.30%,0.48%,90.22%,20.05,8.03%,0.00%,8.62%,0.62%,82.73%,27.13
366,Agios Tychonas,,T,R,15.95,33.70130045,35.02924242,0.00%,0.00%,0.00%,0.22%,99.78%,0.67,0.00%,0.00%,9.30%,0.48%,90.22%,20.05,8.03%,0.00%,8.62%,0.62%,82.73%,27.13
367,Agios Tychonas,,T,R,15.95,33.70130045,35.02924242,0.00%,0.00%,0.00%,0.22%,99.78%,0.67,0.00%,0.00%,9.30%,0.48%,90.22%,20.05,8.03%,0.00%,8.62%,0.62%,82.73%,27.13
377,Agios Tychonas,,T,R,15.95,33.70130045,35.02924242,0.00%,0.00%,0.00%,0.22%,99.78%,0.67,0.00%,0.00%,9.30%,0.48%,90.22%,20.05,8.03%,0.00%,8.62%,0.62%,82.73%,27.13
378,Agios Tychonas,,T,R,15.95,33.70130045,35.02924242,0.00%,0.00%,0.00%,0.22%,99.78%,0.67,0.00%,0.00%,9.30%,0.48%,90.22%,20.05,8.03%,0.00%,8.62%,0.62%,82.73%,27.13
379,Agios Tychonas,,T,R,15.95,33.70130045,35.02924242,0.00%,0.00%,0.00%,0.22%,99.78%,0.67,0.00%,0.00%,9.30%,0.48%,90.22%,20.05,8.03%,0.00%,8.62%,0.62%,82.73%,27.13
380,Agios Tychonas,,T,R,15.95,33.70130045,35.02924242,0.00%,0.00%,0.00%,0.22%,99.78%,0.67,0.00%,0.00%,9.30%,0.48%,90.22%,20.05,8.03%,0.00%,8.62%,0.62%,82.73%,27.13
381,Agios Tychonas,,T,R,15.95,33.70130045,35.02924242,0.00%,0.00%,0.00%,0.22%,99.78%,0.67,0.00%,0.00%,9.30%,0.48%,90.22%,20.05,8.03%,0.00%,8.62%,0.62%,82.73%,27.13
382,Agios Tychonas,,T,R,15.95,33.70130045,35.02924242,0.00%,0.00%,0.00%,0.22%,99.78%,0.67,0.00%,0.00%,9.30%,0.48%,90.22%,20.05,8.03%,0.00%,8.62%,0.62%,82.73%,27.13
386,Agios Tychonas,,T,R,15.95,33.70130045,35.02924242,0.00%,0.00%,0.00%,0.22%,99.78%,0.67,0.00%,0.00%,9.30%,0.48%,90.22%,20.05,8.03%,0.00%,8.62%,0.62%,82.73%,27.13
387,Agios Tychonas,,T,R,15.95,33.70130045,35.02924242,0.00%,0.00%,0.00%,0.22%,99.78%,0.67,0.00%,0.00%,9.30%,0.48%,90.22%,20.05,8.03%,0.00%,8.62%,0.62%,82.73%,27.13
364,Agios Tychonas,,T,R,137.99,33.15362881,34.71461448,0.00%,0.00%,39.34%,38.83%,21.82%,195.19,2.40%,0.00%,34.83%,17.74%,45.03%,125.29,13.81%,0.00%,27.25%,8.39%,50.54%,93.49
